Year,Month,Industry_Section,Occupation_Group,Number_of_Vacancies
2023,September,Construction Sites (Manual Workers),Service_Sales_Workers,NA
2023,September,Construction Sites (Manual Workers),Craft_Related_Workers,1957
2023,September,Construction Sites (Manual Workers),Plant_Machine_Operators,6
2023,September,Construction Sites (Manual Workers),Skilled_Agricultural_Fishery,NA
2023,September,Construction Sites (Manual Workers),Elementary_Occupations,598
2023,September,Construction Sites (Manual Workers),Total,2561
2023,September,"G: Import/export, wholesale and retail trades",Managers,327
2023,September,"G: Import/export, wholesale and retail trades",Professionals,719
2023,September,"G: Import/export, wholesale and retail trades",Associate_Professionals,1477
2023,September,"G: Import/export, wholesale and retail trades",Clerical_Support_Workers,1285
2023,September,"G: Import/export, wholesale and retail trades",Service_Sales_Workers,5125
2023,September,"G: Import/export, wholesale and retail trades",Craft_Related_Workers,318
2023,September,"G: Import/export, wholesale and retail trades",Plant_Machine_Operators,174
2023,September,"G: Import/export, wholesale and retail trades",Skilled_Agricultural_Fishery,16
2023,September,"G: Import/export, wholesale and retail trades",Elementary_Occupations,319
2023,September,"G: Import/export, wholesale and retail trades",Total,9760
2023,September,G45-46: Import/export trade and wholesale,Managers,241
2023,September,G45-46: Import/export trade and wholesale,Professionals,602
2023,September,G45-46: Import/export trade and wholesale,Associate_Professionals,1301
2023,September,G45-46: Import/export trade and wholesale,Clerical_Support_Workers,851
2023,September,G45-46: Import/export trade and wholesale,Service_Sales_Workers,373
2023,September,G45-46: Import/export trade and wholesale,Craft_Related_Workers,123
2023,September,G45-46: Import/export trade and wholesale,Plant_Machine_Operators,137
2023,September,G45-46: Import/export trade and wholesale,Skilled_Agricultural_Fishery,0
2023,September,G45-46: Import/export trade and wholesale,Elementary_Occupations,228
2023,September,G45-46: Import/export trade and wholesale,Total,3856
2023,September,G47: Retail,Managers,86
2023,September,G47: Retail,Professionals,117
2023,September,G47: Retail,Associate_Professionals,176
2023,September,G47: Retail,Clerical_Support_Workers,434
2023,September,G47: Retail,Service_Sales_Workers,4752
2023,September,G47: Retail,Craft_Related_Workers,195
2023,September,G47: Retail,Plant_Machine_Operators,37
2023,September,G47: Retail,Skilled_Agricultural_Fishery,16
2023,September,G47: Retail,Elementary_Occupations,91
2023,September,G47: Retail,Total,5904
2023,September,"H: Transportation, storage, postal and courier services",Managers,167
2023,September,"H: Transportation, storage, postal and courier services",Professionals,590
2023,September,"H: Transportation, storage, postal and courier services",Associate_Professionals,1410
2023,September,"H: Transportation, storage, postal and courier services",Clerical_Support_Workers,773
2023,September,"H: Transportation, storage, postal and courier services",Service_Sales_Workers,981
2023,September,"H: Transportation, storage, postal and courier services",Craft_Related_Workers,602
2023,September,"H: Transportation, storage, postal and courier services",Plant_Machine_Operators,1034
2023,September,"H: Transportation, storage, postal and courier services",Skilled_Agricultural_Fishery,3
2023,September,"H: Transportation, storage, postal and courier services",Elementary_Occupations,1288
2023,September,"H: Transportation, storage, postal and courier services",Total,6848
2023,September,I: Accommodation and food services,Managers,144
2023,September,I: Accommodation and food services,Professionals,52
2023,September,I: Accommodation and food services,Associate_Professionals,278
2023,September,I: Accommodation and food services,Clerical_Support_Workers,427
2023,September,I: Accommodation and food services,Service_Sales_Workers,7047
2023,September,I: Accommodation and food services,Craft_Related_Workers,91
2023,September,I: Accommodation and food services,Plant_Machine_Operators,18
2023,September,I: Accommodation and food services,Skilled_Agricultural_Fishery,0
2023,September,I: Accommodation and food services,Elementary_Occupations,703
2023,September,I: Accommodation and food services,Total,8760
2023,September,J: Information and communications,Managers,204
2023,September,J: Information and communications,Professionals,1712
2023,September,J: Information and communications,Associate_Professionals,557
2023,September,J: Information and communications,Clerical_Support_Workers,211
2023,September,J: Information and communications,Service_Sales_Workers,125
2023,September,J: Information and communications,Craft_Related_Workers,26
2023,September,J: Information and communications,Plant_Machine_Operators,8
2023,September,J: Information and communications,Skilled_Agricultural_Fishery,0
2023,September,J: Information and communications,Elementary_Occupations,15
2023,September,J: Information and communications,Total,2858
2023,September,K: Financing and insurance,Managers,1224
2023,September,K: Financing and insurance,Professionals,1358
2023,September,K: Financing and insurance,Associate_Professionals,2513
2023,September,K: Financing and insurance,Clerical_Support_Workers,551
2023,September,K: Financing and insurance,Service_Sales_Workers,56
2023,September,K: Financing and insurance,Craft_Related_Workers,0
2023,September,K: Financing and insurance,Plant_Machine_Operators,3
2023,September,K: Financing and insurance,Skilled_Agricultural_Fishery,0
2023,September,K: Financing and insurance,Elementary_Occupations,11
2023,September,K: Financing and insurance,Total,5716
2023,September,L: Real estate,Managers,139
2023,September,L: Real estate,Professionals,145
2023,September,L: Real estate,Associate_Professionals,698
2023,September,L: Real estate,Clerical_Support_Workers,185
2023,September,L: Real estate,Service_Sales_Workers,2824
2023,September,L: Real estate,Craft_Related_Workers,146
2023,September,L: Real estate,Plant_Machine_Operators,3
2023,September,L: Real estate,Skilled_Agricultural_Fishery,4
2023,September,L: Real estate,Elementary_Occupations,215
2023,September,L: Real estate,Total,4359
2023,September,M & N: Professional and business services,Managers,448
2023,September,M & N: Professional and business services,Professionals,1528
2023,September,M & N: Professional and business services,Associate_Professionals,1242
2023,September,M & N: Professional and business services,Clerical_Support_Workers,987
2023,September,M & N: Professional and business services,Service_Sales_Workers,2074
2023,September,M & N: Professional and business services,Craft_Related_Workers,181
2023,September,M & N: Professional and business services,Plant_Machine_Operators,66
2023,September,M & N: Professional and business services,Skilled_Agricultural_Fishery,82
2023,September,M & N: Professional and business services,Elementary_Occupations,1807
2023,September,M & N: Professional and business services,Total,8415
2023,September,P - S: Social and personal services,Managers,764
2023,September,P - S: Social and personal services,Professionals,7223
2023,September,P - S: Social and personal services,Associate_Professionals,4951
2023,September,P - S: Social and personal services,Clerical_Support_Workers,3393
2023,September,P - S: Social and personal services,Service_Sales_Workers,9591
2023,September,P - S: Social and personal services,Craft_Related_Workers,489
2023,September,P - S: Social and personal services,Plant_Machine_Operators,207
2023,September,P - S: Social and personal services,Skilled_Agricultural_Fishery,13
2023,September,P - S: Social and personal services,Elementary_Occupations,1776
2023,September,P - S: Social and personal services,Total,28407
2023,September,All industry sections covered,Managers,3453
2023,September,All industry sections covered,Professionals,13445
2023,September,All industry sections covered,Associate_Professionals,13400
2023,September,All industry sections covered,Clerical_Support_Workers,7960
2023,September,All industry sections covered,Service_Sales_Workers,28170
2023,September,All industry sections covered,Craft_Related_Workers,4609
2023,September,All industry sections covered,Plant_Machine_Operators,1958
2023,September,All industry sections covered,Skilled_Agricultural_Fishery,119
2023,September,All industry sections covered,Elementary_Occupations,7538
2023,September,All industry sections covered,Total,80652
2023,December,Manufacturing,Managers,13
2023,December,Manufacturing,Professionals,127
2023,December,Manufacturing,Associate_Professionals,166
2023,December,Manufacturing,Clerical_Support_Workers,146
2023,December,Manufacturing,Service_Sales_Workers,331
2023,December,Manufacturing,Craft_Related_Workers,471
2023,December,Manufacturing,Plant_Machine_Operators,488
2023,December,Manufacturing,Skilled_Agricultural_Fishery,1
2023,December,Manufacturing,Elementary_Occupations,781
2023,December,Manufacturing,Total,2524
2023,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Managers,44
2023,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Professionals,10
2023,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Associate_Professionals,47
2023,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Clerical_Support_Workers,7
2023,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Service_Sales_Workers,2
2023,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Craft_Related_Workers,21
2023,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Plant_Machine_Operators,31
2023,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Skilled_Agricultural_Fishery,0
2023,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Elementary_Occupations,68
2023,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Total,230
2023,December,Construction Sites (Manual Workers),Managers,NA
2023,December,Construction Sites (Manual Workers),Professionals,NA
2023,December,Construction Sites (Manual Workers),Associate_Professionals,NA
2023,December,Construction Sites (Manual Workers),Clerical_Support_Workers,NA
2023,December,Construction Sites (Manual Workers),Service_Sales_Workers,NA
2023,December,Construction Sites (Manual Workers),Craft_Related_Workers,1825
2023,December,Construction Sites (Manual Workers),Plant_Machine_Operators,5
2023,December,Construction Sites (Manual Workers),Skilled_Agricultural_Fishery,NA
2023,December,Construction Sites (Manual Workers),Elementary_Occupations,567
2023,December,Construction Sites (Manual Workers),Total,2397
2023,December,"G: Import/export, wholesale and retail trades",Managers,249
2023,December,"G: Import/export, wholesale and retail trades",Professionals,505
2023,December,"G: Import/export, wholesale and retail trades",Associate_Professionals,1053
2023,December,"G: Import/export, wholesale and retail trades",Clerical_Support_Workers,1213
2023,December,"G: Import/export, wholesale and retail trades",Service_Sales_Workers,4739
2023,December,"G: Import/export, wholesale and retail trades",Craft_Related_Workers,323
